	Haltung	Begründung	true	model	run
616	progressiv	Der Artikel ermutigt Frauen aktiv zur Erwerbsarbeit in der Wollindustrie, betont Aufstiegsmöglichkeiten bis zu leitenden Positionen und hebt explizit hervor, dass Frauen genug verdienen können, um eine ganze Familie zu ernähren. Zudem wird die Arbeit als selbstwertstärkende Option für unabhängige Frauen, Witwen oder Waisen ohne Altersbeschränkungen dargestellt. Diese Betonung weiblicher finanzieller Unabhängigkeit und beruflicher Entwicklung entspricht progressiven Ideen des frühen 20. Jahrhunderts.	progressiv	deepseek/deepseek-r1-0528:free	3
617	konservativ	Der Artikel vertritt eine konservative Haltung, indem er die zunehmende Beteiligung von Frauen an der Literatur als Negativum darstellt. Er idealisiert ein traditionelles Bild von Literatur als „männlich“ und spricht Frauen die Fähigkeit ab, „ernsthafte“ oder „große“ Literatur zu schaffen. Stattdessen werden ihre Beiträge als „weichlich“, „zierlich“ und auf oberflächliche, gefühlsbetonte Themen beschränkt dargestellt, die nur durch das Einkommen und die Vorlieben der Frauen existieren. Die Einmischung der Frauen in kulturelle Angelegenheiten führt laut dem Autor zur Abwertung der Literatur und zur Schaffung von „schwächlichen“ Werken, die für „verweichlichte“ Leserschaften gedacht sind.	konservativ	google/gemini-2.5-flash	3
618	konservativ	Der Artikel stellt Frauen in traditionellen Rollen als Ehefrauen, Mütter und Hausfrauen dar und idealisiert diese. Obwohl Frauen als wichtige Bestandteile des Kasernenlebens anerkannt werden, wird ihre primäre Funktion im häuslichen Bereich gesehen und ihre Unabhängigkeit oder weitergehende Rechte werden nicht thematisiert, im Gegenteil wird ihre 'Eifersucht' auf der Garderobe oder die Notwendigkeit als 'hässlich' ausgesucht zu werden, um die Leutnants nicht abzulenken, als normal dargestellt.	neutral	google/gemini-2.5-flash	3
619	konservativ	Der Artikel propagiert ein traditionelles Geschlechterbild, in dem die Hauptaufgabe der Frau die Mutterschaft und die Führung des Haushalts ist. Er kritisiert die Frauenbewegung scharf dafür, dass sie Frauen von der Fortpflanzung abhält und somit eine 'negative Auslese der Tüchtigen' fördert. Explizit wird gefordert, dass die 'gesamte soziale Politik' darauf abzielen sollte, 'den Frauen ihren mütterlichen Beruf zu ermöglichen und zu erleichtern' und die 'wirtschaftlichen Bedingungen der Männer so zu gestalten, dass nur die Männer für den Unterhalt der Familie arbeiten'.	anderes Thema	google/gemini-2.5-flash	3
620	progressiv	Der Artikel befürwortet die Einstellung von Frauen als Armenpflegerinnen und betont ihre besondere Eignung für diese Tätigkeit. Er weist auf Erfolge in verschiedenen Städten hin, wo Frauen bereits in dieser Rolle arbeiten, teilweise sogar mit gleichberechtigter oder beschließender Stimme, was für die Zeit des späten 19. bzw. frühen 20. Jahrhunderts als fortschrittlich angesehen werden kann.	progressiv	google/gemini-2.5-flash	3
621	progressiv	Der Artikel verteidigt die Frauenbewegung als eine notwendige und nützliche soziale Erscheinung, die sich für die Bildung, Erwerbstätigkeit und Rechte von Frauen einsetzt. Er beschreibt die Frauenbewegung als Reaktion auf die wirtschaftliche Notlage vieler Frauen, die durch die Industrialisierung von der Hausarbeit entlastet und damit 'brotlos' wurden. Der Artikel betont, wie die Frauenbewegung neue Berufsfelder für Frauen erschlossen und ihre Arbeitsbedingungen verbessert hat. Des Weiteren werden auch Forderungen nach Frauenstimmrecht, Sittlichkeit und die Unterstützung von Arbeiterinnen genannt.	progressiv	google/gemini-2.5-flash	3
622	progressiv	Der Artikel argumentiert, dass die 'Frage der Frauen' bereits bei den Basken gelöst ist, indem er deren traditionelle rechtliche Gleichstellung der Geschlechter und sogar die Vormachtstellung der Frau in Erbschafts- und Familienangelegenheiten beschreibt. Er kritisiert subtil die zeitgenössischen Verhältnisse, indem er ein 'civilisirtes Volk' anführt, bei dem die Gleichberechtigung der Frau bereits realisiert ist und sogar über das von den Frauenrechtlerinnen Geforderte hinausgeht, da Frauen dort traditionell politische Rechte besaßen.	konservativ	google/gemini-2.5-flash	3
623	progressiv	Der Artikel unterstützt die Notwendigkeit von Arbeiterschutzgesetzgebung und gewerkschaftlicher Organisation für Frauen. Er kritisiert die Ungerechtigkeit in der Behandlung erwerbstätiger Frauen und spricht sich dafür aus, soziale Arbeit zur Bekämpfung der Ursachen von Leid zu leisten, da diese auch Frauen betrifft.	falsch	google/gemini-2.5-flash	3
624	konservativ	Der Artikel propagiert ein traditionelles Rollenbild, in dem die Frau als Gehilfin des Mannes, Hüterin des Heims und der Kinder sowie Trägerin von Fürsorgeaufgaben in Zeiten des Krieges fungiert. Obwohl er die wachsende Bildung der Frau erwähnt, leitet er daraus keine Forderungen nach mehr Rechten oder Erwerbstätigkeit ab, sondern verknüpft sie mit der Erfüllung ihrer traditionellen Pflichten.	konservativ	google/gemini-2.5-flash	3
625	progressiv	Der Artikel beschreibt die Gründung und Ziele des Deutschen Frauenbundes, der Frauen in nationalen Angelegenheiten stärken und ihnen politische und volkswirtschaftliche Bildung ermöglichen will. Dies geschieht in einer Zeit, in der das neue Reichsvereinsgesetz Frauen den Zugang zu politischen Versammlungen erlaubt, was als großer Schritt zur 'politischen Mündigkeit' der Frau interpretiert wird. Der bundesweite staatswirtschaftliche Kursus für Frauen, der die Lücke in der Mädchenerziehung schließen und 'politisches Analphabetentum' beseitigen soll, ist ein klares Zeichen für ein progressives Bildungsengagement für Frauen.	progressiv	google/gemini-2.5-flash	3
626	neutral	Der Artikel verteidigt zwar grundsätzlich das Recht der Frauen auf alle Berufe, die auch Männern offen stehen, und kritisiert alte Ansichten, die Frauen bestimmte Berufe verwehren. Gleichzeitig argumentiert er stark dafür, dass der 'natürliche Beruf' der Frau die Ehe, Mutterschaft und Hausfrau sein sollte und andere Berufe nur Ersatz sind, die sich an diesen 'natürlichen' Tätigkeiten orientieren sollten.	ambivalent	google/gemini-2.5-flash	3
627	progressiv	Der Artikel befürwortet die Bildung von Frauen, indem er eine Vorbereitungsanstalt für das Abiturientenexamen für Damen lobt und deren Erfolge hervorhebt. Des Weiteren kritisiert er die Ausbeutung weiblicher Arbeitskräfte ('Haushaltungslehrerin au pair') und thematisiert die schlechte Bezahlung in 'weiblichen Berufen', was auf ein Eintreten für bessere Arbeitsbedingungen und faire Entlohnung für Frauen hinweist.	progressiv	google/gemini-2.5-flash	3
628	konservativ	Der Artikel vertritt zwar die Ansicht, dass Frauen sich in 'passenden Wissenschaften und Erwerbszweigen' betätigen dürfen, lehnt aber ausdrücklich eine 'Emancipation' im Sinne von politischer Beteiligung (Wählen und Wählbarsein) ab. Die Autorin kritisiert Frauen, die 'die Weiblichkeit abwerfen' und nicht mehr als traditionelle Ehefrauen und Mütter in die 'Häuslichkeit' passen.	konservativ	google/gemini-2.5-flash	3
629	progressiv	Der Artikel ist progressiv, da er die Eignung von Frauen für einen künstlerischen Beruf (Glasmalerei) hervorhebt, der zuvor nicht typisch weiblich war. Er thematisiert die Ausbildung und die Verdienstmöglichkeiten für Frauen in diesem neuen Feld, was die Erwerbstätigkeit von Frauen fördert.	progressiv	google/gemini-2.5-flash	3
630	konservativ	Der Artikel lehnt die Gleichstellung der Geschlechter in intellektueller und gesellschaftlicher Hinsicht kategorisch ab, begründet dies mit pseudo-wissenschaftlichen 'anthropologischen' Argumenten (Schädelform, Physiologie) und idealisiert die Rolle der Frau als Mutter. Jede Forderung nach Frauenrechten wird als 'überspannt' oder 'abnorm' dargestellt und Frauen intellektuelle Leistungen abgesprochen.	konservativ	google/gemini-2.5-flash	3
631	progressiv	Der Artikel empfiehlt jungen Frauen aus gebildeten Ständen Erwerbsarbeit im Bereich der Irrenpflege, was die Möglichkeit für Frauen zur Ausübung von Berufen über traditionelle Rollen hinaus aufzeigt. Er spricht die Eignung und Zufriedenheit von Frauen in diesem Berufsfeld an und ermutigt sie zur Ausbildung in diesem Sektor.	progressiv	google/gemini-2.5-flash	3
632	progressiv	Der Artikel beschreibt neue Berufsfelder für Frauen (Hilfspräparatorin, Graphologin) und hebt deren Verdienstmöglichkeiten sowie die Bedeutung der Frauen in diesen Bereichen hervor. Dies fördert die Idee der Erwerbstätigkeit von Frauen außerhalb traditioneller Rollen.	progressiv	google/gemini-2.5-flash	3
633	progressiv	Der Artikel befürwortet ausdrücklich das akademische Studium von Frauen und die Möglichkeit, dass Frauen akademische Berufe ausüben, insbesondere in den Bereichen Medizin und Lehre. Die Gründung einer Organisation zur Unterstützung studierender Frauen deutet auf ein fortschrittliches Eintreten für die Bildung und berufliche Entwicklung von Frauen hin.	progressiv	google/gemini-2.5-flash	3
634	konservativ	Der Artikel beklagt die 'Vergnügungssucht' und das 'Nichtstun' von Frauen, idealisiert die Rolle der tüchtigen Hausfrau und argumentiert, dass Frauen für häusliche Pflichten erzogen werden sollten. Obwohl er am Ende eine zaghafte Öffnung für 'neue Berufswege' für Frauen andeutet, liegt der Schwerpunkt klar auf der traditionellen Rolle der Frau im Haushalt und der Kritik an ihrer 'Untätigkeit'.	konservativ	google/gemini-2.5-flash	3
635	konservativ	Der Artikel argumentiert gegen die Möglichkeit für Frauen, den Beruf der Klavierstimmerin auszuüben, indem er körperliche Anforderungen und fehlende Kenntnisse im Klavierbau als Hinderungsgründe anführt. Dies Idealisiert traditionelle Geschlechterrollen und schränkt die Erwerbsmöglichkeiten von Frauen ein.	konservativ	google/gemini-2.5-flash	3
636	progressiv	Der Artikel unterstützt die Bildung von Frauen im ländlichen Raum und kritisiert den Mangel an entsprechenden Bildungseinrichtungen für Bäuerinnen. Er hebt die große Zahl erwerbstätiger Frauen in der Landwirtschaft hervor und setzt sich für eine Verbesserung ihrer Existenzmöglichkeiten und einen 'gehobenen Stand' ein, was auf ein Streben nach Frauenrechten und Chancengleichheit hindeutet.	progressiv	google/gemini-2.5-flash	3
637	konservativ	Der Artikel kritisiert explizit die 'Frauenbewegung' und die 'Gleichstellung beider Geschlechter', idealisiert ein traditionelles Familienbild, lehnt die universitäre Bildung für Frauen ab und verweist auf die 'natürliche Bestimmung' der Frau in Ehe und Mutterschaft als 'höchste Sittlichkeit'. Er spricht sich für Frauenberufe aus, die eher hauswirtschaftlich oder praktisch orientiert sind, und lehnt wissenschaftliche Studien für Frauen ab.	konservativ	google/gemini-2.5-flash	3
638	neutral	Der Text behandelt zwar das Thema der Aussteuer für Frauen und wie diese verwaltet werden soll, was in der betreffenden Zeit eine typisch weibliche Domäne war. Er thematisiert aber keine expliziten Forderungen nach mehr Frauenrechten, Frauenwahlrecht, Bildung für Frauen oder deren Erwerbstätigkeit. Stattdessen konzentriert er sich auf die praktische Seite der Aussteuer und die Rolle der zukünftigen Ehefrau als Verwalterin des Haushalts. Gleichwohl wird der Braut 'freie Hand' bei der Besorgung der Aussteuer eingeräumt und ihr die 'Verantwortlichkeit' für ihre Entscheidungen anvertraut, was ein kleines Stück Autonomie suggeriert.	progressiv	google/gemini-2.5-flash	3
639	konservativ	Der Artikel lehnt die Forderung nach eigenständiger Vermögensverwaltung für Frauen ab und argumentiert, dass bestehende Gesetze und die moralische Stärke der Frau ausreichen sollten. Er stilisiert die 'Frauenemanzipation' als Ideologie, die von den Realitäten des Lebens abgekoppelt ist, und vertritt die Ansicht, dass 'anständige' Frauen durch Charakterstärke und nicht durch erweiterte Rechte ihr Potenzial entfalten sollten. Der Text suggeriert überdies, dass die Befürworterinnen der Frauenrechte Langeweile hätten und ihr Engagement aus einem Überfluss an Freizeit rühre.	konservativ	google/gemini-2.5-flash	3
640	anderes Thema	Der Artikel behandelt das Thema 'wie sich eine junge Lehrerin kleiden soll' und argumentiert für helle Kleidung, da diese die Stimmung der Kinder und der Lehrerin positiv beeinflusse. Es werden keine Aussagen zu Frauenrechten, Bildung, Wahlrecht oder Erwerbstätigkeit von Frauen gemacht. Das Thema Gender wird nicht im Sinne der Fragestellung behandelt.	neutral	google/gemini-2.5-flash	3
641	progressiv	Der Artikel unterstützt klar die Erwerbstätigkeit von Frauen in der Wollwarenbranche, betont die Möglichkeit des Verdienens von eigenem Einkommen und des Aufstiegs, was Frauen Unabhängigkeit ermöglicht.	progressiv	google/gemini-2.5-flash	3
642	konservativ	Der Text beschreibt den wachsenden Einfluss von Frauen auf die Literatur eher kritisch und abwertend. Er idealisiert dabei implizit ein traditionell-männliches Rollenverständnis und lehnt die weibliche Prägung als 'Verweichlichung' ab.	konservativ	openai/o1	3
643	konservativ	Der Artikel idealisiert die Rolle der Frau als Haus- und Ehefrau in der Kaserne und thematisiert weder eine Erweiterung ihrer Rechte noch eine eigenständige Erwerbstätigkeit. Er bleibt damit einem traditionellen Familienbild verhaftet.	neutral	openai/o1	3
644	konservativ	Der Text fordert eine traditionelle Rollenverteilung und lehnt die damalige Frauenbewegung entschieden ab. Statt beruflicher Emanzipation soll die Frau dem Haushalt und der Mutterschaft dienen. Damit vertritt der Autor eine konservative Sicht auf die Geschlechterordnung.	anderes Thema	openai/o1	3
645	progressiv	Der Artikel befürwortet die Anstellung von Frauen als Armenpflegerinnen und erkennt ihre Fähigkeiten offiziell an. Damit unterstützt er die Erweiterung weiblicher Betätigungsfelder über den Haushalt hinaus. Gleichzeitig betont er die Gleichberechtigung von Frauen in der kommunalen Verwaltungsarbeit.	progressiv	openai/o1	3
646	progressiv	Der Artikel zeigt deutlich, wie Frauen höhere Bildung erlangen und in Berufe eintreten sollen. Er betont zudem die Notwendigkeit von Frauenrechten, zum Beispiel durch das Frauenstimmrecht und die Berufstätigkeit von Frauen. Damit befürwortet er eine Erweiterung ihrer gesellschaftlichen und politischen Möglichkeiten.	progressiv	openai/o1	3
647	konservativ	Der Artikel stellt eine Gleichberechtigung der Frau zwar anhand der baskischen Gesellschaft dar, tut dies aber in einem ironisch-spöttischen Ton und lehnt letztlich die Übernahme solcher Rechte ab. Damit wird das Anliegen der Frauenrechtlerinnen nicht unterstützt, sondern ins Lächerliche gezogen.	konservativ	openai/o1	3
648	progressiv	Die Verfasserin fordert im Text den Ausbau der Arbeiterschutzgesetzgebung und die gewerkschaftliche Organisation von Frauen. Damit vertritt sie für die damalige Zeit eine fortschrittliche Position gegenüber erwerbstätigen Frauen.	falsch	openai/o1	3
649	konservativ	Der Text stellt die Frau in eine traditionelle Rolle als Gehilfin und Haushaltsvorstand, ohne Forderung nach Frauenrechten oder beruflicher Gleichstellung. Stattdessen wird ein klassisches Familienbild mit klarer Aufgabenteilung idealisiert. Politische Teilhabe oder Emanzipationsbestrebungen der Frau werden nicht thematisiert.	konservativ	openai/o1	3
